year,tmID,W_team_post,L_team_post,franchID,confID,rank,playoff,firstRound,semis,finals,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,won_team,lost_team,GP,homeW,homeL,awayW,awayL,confW,confL,min,attend,arena,coachID,stint,won_coach,lost_coach,post_wins,post_losses,round,series,tmIDWinner,tmIDLoser,W_series,L_series,playerID,CBE_Sum,bioID,height,weight,birthDate,award_player,award_coach
3,MIN,,,MIN,WE,6.0,N,N,N,N,Minnesota Lynx,671.0,1810.0,559.0,727.0,176.0,552.0,308.0,693.0,1001.0,437.0,695.0,210.0,507.0,127.0,2077.0,752.0,1927.0,499.0,624.0,153.0,472.0,328.0,688.0,1016.0,511.0,719.0,259.0,470.0,126.0,2156.0,12.0,20.0,32.0,6.0,10.0,6.0,10.0,9.0,12.0,6475.0,120607.0,Target Center,vandehe99w,2,0.0,0.0,0.0,0.0,,,,,,,schwege01w,0.3238770685579196,schwege01w,72.0,160,1979-01-31,,
4,MIN,,,MIN,WE,8.0,Y,N,N,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,mcconsu01w,0,0.0,0.0,0.0,0.0,,,,,,,schwege01w,0.317144821115895,schwege01w,72.0,160,1979-01-31,,
2,MIN,,,MIN,WE,6.0,N,N,N,N,Minnesota Lynx,770.0,1831.0,449.0,592.0,204.0,571.0,258.0,612.0,870.0,495.0,690.0,237.0,497.0,63.0,2193.0,755.0,1758.0,514.0,702.0,164.0,481.0,300.0,677.0,977.0,472.0,707.0,275.0,547.0,130.0,2188.0,15.0,17.0,32.0,8.0,8.0,7.0,9.0,5.0,16.0,6425.0,116638.0,Target Center,aglerbr99w,0,15.0,17.0,0.0,0.0,,,,,,,stiresh01w,0.2222222222222222,stiresh01w,71.0,208,1972-05-21,,
3,MIN,,,MIN,WE,6.0,N,N,N,N,Minnesota Lynx,671.0,1810.0,559.0,727.0,176.0,552.0,308.0,693.0,1001.0,437.0,695.0,210.0,507.0,127.0,2077.0,752.0,1927.0,499.0,624.0,153.0,472.0,328.0,688.0,1016.0,511.0,719.0,259.0,470.0,126.0,2156.0,12.0,20.0,32.0,6.0,10.0,6.0,10.0,9.0,12.0,6475.0,120607.0,Target Center,aglerbr99w,1,12.0,20.0,0.0,0.0,,,,,,,stiresh01w,0.2578772802653399,stiresh01w,71.0,208,1972-05-21,,
3,MIN,,,MIN,WE,6.0,N,N,N,N,Minnesota Lynx,671.0,1810.0,559.0,727.0,176.0,552.0,308.0,693.0,1001.0,437.0,695.0,210.0,507.0,127.0,2077.0,752.0,1927.0,499.0,624.0,153.0,472.0,328.0,688.0,1016.0,511.0,719.0,259.0,470.0,126.0,2156.0,12.0,20.0,32.0,6.0,10.0,6.0,10.0,9.0,12.0,6475.0,120607.0,Target Center,vandehe99w,2,0.0,0.0,0.0,0.0,,,,,,,stiresh01w,0.2578772802653399,stiresh01w,71.0,208,1972-05-21,,
2,MIN,,,MIN,WE,6.0,N,N,N,N,Minnesota Lynx,770.0,1831.0,449.0,592.0,204.0,571.0,258.0,612.0,870.0,495.0,690.0,237.0,497.0,63.0,2193.0,755.0,1758.0,514.0,702.0,164.0,481.0,300.0,677.0,977.0,472.0,707.0,275.0,547.0,130.0,2188.0,15.0,17.0,32.0,8.0,8.0,7.0,9.0,5.0,16.0,6425.0,116638.0,Target Center,aglerbr99w,0,15.0,17.0,0.0,0.0,,,,,,,vangomi01w,0.2814070351758794,vangomi01w,78.0,187,1977-05-10,,
3,MIN,,,MIN,WE,6.0,N,N,N,N,Minnesota Lynx,671.0,1810.0,559.0,727.0,176.0,552.0,308.0,693.0,1001.0,437.0,695.0,210.0,507.0,127.0,2077.0,752.0,1927.0,499.0,624.0,153.0,472.0,328.0,688.0,1016.0,511.0,719.0,259.0,470.0,126.0,2156.0,12.0,20.0,32.0,6.0,10.0,6.0,10.0,9.0,12.0,6475.0,120607.0,Target Center,aglerbr99w,1,12.0,20.0,0.0,0.0,,,,,,,vangomi01w,0.2271232706743594,vangomi01w,78.0,187,1977-05-10,,
3,MIN,,,MIN,WE,6.0,N,N,N,N,Minnesota Lynx,671.0,1810.0,559.0,727.0,176.0,552.0,308.0,693.0,1001.0,437.0,695.0,210.0,507.0,127.0,2077.0,752.0,1927.0,499.0,624.0,153.0,472.0,328.0,688.0,1016.0,511.0,719.0,259.0,470.0,126.0,2156.0,12.0,20.0,32.0,6.0,10.0,6.0,10.0,9.0,12.0,6475.0,120607.0,Target Center,vandehe99w,2,0.0,0.0,0.0,0.0,,,,,,,vangomi01w,0.2271232706743594,vangomi01w,78.0,187,1977-05-10,,
4,MIN,,,MIN,WE,8.0,Y,N,N,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,mcconsu01w,0,0.0,0.0,0.0,0.0,,,,,,,vangomi01w,0.2669458168132093,vangomi01w,78.0,187,1977-05-10,,
5,MIN,1.0,2.0,MIN,WE,4.0,Y,L,N,N,Minnesota Lynx,875.0,1978.0,450.0,624.0,180.0,524.0,361.0,718.0,1079.0,580.0,634.0,242.0,558.0,101.0,2380.0,878.0,2067.0,473.0,633.0,141.0,446.0,337.0,652.0,989.0,528.0,666.0,271.0,471.0,126.0,2370.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,14.0,10.0,6850.0,120253.0,Target Center,mcconsu01w,0,18.0,16.0,1.0,2.0,,,,,,,vangomi01w,0.2882775444280888,vangomi01w,78.0,187,1977-05-10,,
2,MIN,,,MIN,WE,6.0,N,N,N,N,Minnesota Lynx,770.0,1831.0,449.0,592.0,204.0,571.0,258.0,612.0,870.0,495.0,690.0,237.0,497.0,63.0,2193.0,755.0,1758.0,514.0,702.0,164.0,481.0,300.0,677.0,977.0,472.0,707.0,275.0,547.0,130.0,2188.0,15.0,17.0,32.0,8.0,8.0,7.0,9.0,5.0,16.0,6425.0,116638.0,Target Center,aglerbr99w,0,15.0,17.0,0.0,0.0,,,,,,,whitiva01w,0.0,whitiva01w,74.0,199,1972-04-09,,
3,MIN,,,MIN,WE,6.0,N,N,N,N,Minnesota Lynx,671.0,1810.0,559.0,727.0,176.0,552.0,308.0,693.0,1001.0,437.0,695.0,210.0,507.0,127.0,2077.0,752.0,1927.0,499.0,624.0,153.0,472.0,328.0,688.0,1016.0,511.0,719.0,259.0,470.0,126.0,2156.0,12.0,20.0,32.0,6.0,10.0,6.0,10.0,9.0,12.0,6475.0,120607.0,Target Center,aglerbr99w,1,12.0,20.0,0.0,0.0,,,,,,,whitiva01w,0.2597402597402597,whitiva01w,74.0,199,1972-04-09,,
3,MIN,,,MIN,WE,6.0,N,N,N,N,Minnesota Lynx,671.0,1810.0,559.0,727.0,176.0,552.0,308.0,693.0,1001.0,437.0,695.0,210.0,507.0,127.0,2077.0,752.0,1927.0,499.0,624.0,153.0,472.0,328.0,688.0,1016.0,511.0,719.0,259.0,470.0,126.0,2156.0,12.0,20.0,32.0,6.0,10.0,6.0,10.0,9.0,12.0,6475.0,120607.0,Target Center,vandehe99w,2,0.0,0.0,0.0,0.0,,,,,,,whitiva01w,0.2597402597402597,whitiva01w,74.0,199,1972-04-09,,
3,MIN,,,MIN,WE,6.0,N,N,N,N,Minnesota Lynx,671.0,1810.0,559.0,727.0,176.0,552.0,308.0,693.0,1001.0,437.0,695.0,210.0,507.0,127.0,2077.0,752.0,1927.0,499.0,624.0,153.0,472.0,328.0,688.0,1016.0,511.0,719.0,259.0,470.0,126.0,2156.0,12.0,20.0,32.0,6.0,10.0,6.0,10.0,9.0,12.0,6475.0,120607.0,Target Center,aglerbr99w,1,12.0,20.0,0.0,0.0,,,,,,,gortmsh01w,0.0,gortmsh01w,70.0,158,1979-12-07,,
3,MIN,,,MIN,WE,6.0,N,N,N,N,Minnesota Lynx,671.0,1810.0,559.0,727.0,176.0,552.0,308.0,693.0,1001.0,437.0,695.0,210.0,507.0,127.0,2077.0,752.0,1927.0,499.0,624.0,153.0,472.0,328.0,688.0,1016.0,511.0,719.0,259.0,470.0,126.0,2156.0,12.0,20.0,32.0,6.0,10.0,6.0,10.0,9.0,12.0,6475.0,120607.0,Target Center,vandehe99w,2,0.0,0.0,0.0,0.0,,,,,,,gortmsh01w,0.0,gortmsh01w,70.0,158,1979-12-07,,
4,MIN,,,MIN,WE,8.0,Y,N,N,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,mcconsu01w,0,0.0,0.0,0.0,0.0,,,,,,,gortmsh01w,0.3387533875338753,gortmsh01w,70.0,158,1979-12-07,,
7,SEA,1.0,2.0,SEA,WE,2.0,Y,L,N,N,Seattle Storm,906.0,2066.0,544.0,688.0,142.0,429.0,323.0,776.0,1099.0,520.0,657.0,201.0,516.0,158.0,2498.0,892.0,2163.0,490.0,646.0,133.0,419.0,334.0,686.0,1020.0,568.0,691.0,267.0,438.0,154.0,2407.0,20.0,14.0,34.0,14.0,3.0,6.0,11.0,13.0,9.0,6825.0,151150.0,KeyArena at Seattle Center,donovan99w,0,20.0,14.0,1.0,2.0,,,,,,,gortmsh01w,0.2873622402890695,gortmsh01w,70.0,158,1979-12-07,,
5,WAS,,,WAS,EA,7.0,Y,N,N,N,Washington Mystics,896.0,2191.0,381.0,507.0,157.0,505.0,382.0,703.0,1085.0,568.0,676.0,213.0,462.0,99.0,2330.0,909.0,2033.0,509.0,691.0,171.0,482.0,334.0,781.0,1115.0,591.0,565.0,251.0,468.0,119.0,2498.0,9.0,25.0,34.0,3.0,14.0,6.0,11.0,7.0,17.0,6875.0,238710.0,Verizon Center,adamsmi01w,0,0.0,0.0,0.0,0.0,,,,,,,gortmsh01w,0.3268766937669377,gortmsh01w,70.0,158,1979-12-07,,
4,MIN,,,MIN,WE,8.0,Y,N,N,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,mcconsu01w,0,0.0,0.0,0.0,0.0,,,,,,,adamsjo01w,0.0,adamsjo01w,75.0,180,1981-05-24,,
4,MIN,,,MIN,WE,8.0,Y,N,N,N,Minnesota Lynx,727.0,1775.0,383.0,578.0,166.0,500.0,309.0,650.0,959.0,466.0,617.0,226.0,529.0,102.0,2003.0,747.0,1807.0,469.0,613.0,141.0,389.0,302.0,612.0,914.0,495.0,618.0,273.0,465.0,117.0,2104.0,10.0,22.0,32.0,7.0,9.0,3.0,13.0,6.0,15.0,6475.0,139874.0,Target Center,mcconsu01w,0,0.0,0.0,0.0,0.0,,,,,,,edwarte01w,0.0,edwarte01w,71.0,155,1964-07-09,,
5,MIN,1.0,2.0,MIN,WE,4.0,Y,L,N,N,Minnesota Lynx,875.0,1978.0,450.0,624.0,180.0,524.0,361.0,718.0,1079.0,580.0,634.0,242.0,558.0,101.0,2380.0,878.0,2067.0,473.0,633.0,141.0,446.0,337.0,652.0,989.0,528.0,666.0,271.0,471.0,126.0,2370.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,14.0,10.0,6850.0,120253.0,Target Center,mcconsu01w,0,18.0,16.0,1.0,2.0,,,,,,,edwarte01w,0.3911007025761124,edwarte01w,71.0,155,1964-07-09,,
5,MIN,1.0,2.0,MIN,WE,4.0,Y,L,N,N,Minnesota Lynx,875.0,1978.0,450.0,624.0,180.0,524.0,361.0,718.0,1079.0,580.0,634.0,242.0,558.0,101.0,2380.0,878.0,2067.0,473.0,633.0,141.0,446.0,337.0,652.0,989.0,528.0,666.0,271.0,471.0,126.0,2370.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,14.0,10.0,6850.0,120253.0,Target Center,mcconsu01w,0,18.0,16.0,1.0,2.0,,,,,,,buttsta01w,0.0,buttsta01w,71.0,160,1982-03-10,,
5,MIN,1.0,2.0,MIN,WE,4.0,Y,L,N,N,Minnesota Lynx,875.0,1978.0,450.0,624.0,180.0,524.0,361.0,718.0,1079.0,580.0,634.0,242.0,558.0,101.0,2380.0,878.0,2067.0,473.0,633.0,141.0,446.0,337.0,652.0,989.0,528.0,666.0,271.0,471.0,126.0,2370.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,14.0,10.0,6850.0,120253.0,Target Center,mcconsu01w,0,18.0,16.0,1.0,2.0,,,,,,,ohldeni01w,0.0,ohldeni01w,77.0,190,1982-03-13,,
6,MIN,0.0,2.0,MIN,WE,3.0,N,L,N,N,Minnesota Lynx,767.0,1900.0,454.0,640.0,177.0,542.0,332.0,724.0,1056.0,526.0,660.0,257.0,613.0,139.0,2165.0,804.0,1972.0,490.0,669.0,92.0,330.0,323.0,713.0,1036.0,508.0,676.0,333.0,502.0,133.0,2190.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,12.0,10.0,6850.0,125097.0,Target Center,mcconsu01w,0,18.0,16.0,0.0,2.0,,,,,,,ohldeni01w,0.5255402750491159,ohldeni01w,77.0,190,1982-03-13,,Coach of the Year
7,MIN,,,MIN,WE,6.0,N,N,N,N,Minnesota Lynx,801.0,1946.0,437.0,601.0,172.0,492.0,310.0,715.0,1025.0,531.0,624.0,258.0,536.0,127.0,2211.0,862.0,2019.0,435.0,592.0,129.0,376.0,344.0,711.0,1055.0,537.0,665.0,275.0,487.0,144.0,2288.0,14.0,20.0,34.0,11.0,6.0,3.0,14.0,9.0,13.0,6850.0,113447.0,Target Center,jenkica99w,2,0.0,0.0,0.0,0.0,,,,,,,ohldeni01w,0.5137335286613596,ohldeni01w,77.0,190,1982-03-13,,
7,MIN,,,MIN,WE,6.0,N,N,N,N,Minnesota Lynx,801.0,1946.0,437.0,601.0,172.0,492.0,310.0,715.0,1025.0,531.0,624.0,258.0,536.0,127.0,2211.0,862.0,2019.0,435.0,592.0,129.0,376.0,344.0,711.0,1055.0,537.0,665.0,275.0,487.0,144.0,2288.0,14.0,20.0,34.0,11.0,6.0,3.0,14.0,9.0,13.0,6850.0,113447.0,Target Center,mcconsu01w,1,14.0,20.0,0.0,0.0,,,,,,,ohldeni01w,0.5137335286613596,ohldeni01w,77.0,190,1982-03-13,,
8,MIN,,,MIN,WE,7.0,N,N,N,N,Minnesota Lynx,945.0,2211.0,485.0,681.0,148.0,419.0,340.0,804.0,1144.0,491.0,654.0,193.0,530.0,113.0,2523.0,1004.0,2314.0,548.0,719.0,179.0,542.0,372.0,832.0,1204.0,625.0,633.0,308.0,438.0,124.0,2735.0,10.0,24.0,34.0,8.0,9.0,2.0,15.0,6.0,14.0,6825.0,109522.0,Target Center,zierddo99w,0,0.0,0.0,0.0,0.0,,,,,,,ohldeni01w,0.5122208198738565,ohldeni01w,77.0,190,1982-03-13,,
9,MIN,,,MIN,WE,6.0,N,N,N,N,Minnesota Lynx,971.0,2355.0,531.0,674.0,163.0,496.0,397.0,785.0,1182.0,596.0,713.0,238.0,561.0,95.0,2636.0,988.0,2195.0,614.0,785.0,162.0,461.0,318.0,800.0,1118.0,565.0,645.0,279.0,529.0,147.0,2752.0,10.0,24.0,34.0,7.0,10.0,3.0,14.0,8.0,14.0,6875.0,121019.0,Target Center,zierddo99w,0,10.0,24.0,0.0,0.0,,,,,,,ohldeni01w,0.5154020574216615,ohldeni01w,77.0,190,1982-03-13,,
10,PHO,,,PHO,WE,6.0,Y,N,N,N,Phoenix Mercury,1069.0,2485.0,642.0,773.0,230.0,701.0,375.0,851.0,1226.0,560.0,794.0,232.0,489.0,156.0,3010.0,1036.0,2460.0,694.0,932.0,243.0,695.0,440.0,858.0,1298.0,650.0,717.0,234.0,500.0,129.0,3009.0,16.0,18.0,34.0,10.0,7.0,6.0,11.0,8.0,12.0,6825.0,144867.0,US Airways Center,gaineco01w,0,16.0,18.0,0.0,0.0,,,,,,,ohldeni01w,0.5010515207137155,ohldeni01w,77.0,190,1982-03-13,,
5,MIN,1.0,2.0,MIN,WE,4.0,Y,L,N,N,Minnesota Lynx,875.0,1978.0,450.0,624.0,180.0,524.0,361.0,718.0,1079.0,580.0,634.0,242.0,558.0,101.0,2380.0,878.0,2067.0,473.0,633.0,141.0,446.0,337.0,652.0,989.0,528.0,666.0,271.0,471.0,126.0,2370.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,14.0,10.0,6850.0,120253.0,Target Center,mcconsu01w,0,18.0,16.0,1.0,2.0,,,,,,,slauggw01w,0.0,slauggw01w,75.0,181,1980-07-01,,
6,MIN,0.0,2.0,MIN,WE,3.0,N,L,N,N,Minnesota Lynx,767.0,1900.0,454.0,640.0,177.0,542.0,332.0,724.0,1056.0,526.0,660.0,257.0,613.0,139.0,2165.0,804.0,1972.0,490.0,669.0,92.0,330.0,323.0,713.0,1036.0,508.0,676.0,333.0,502.0,133.0,2190.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,12.0,10.0,6850.0,125097.0,Target Center,mcconsu01w,0,18.0,16.0,0.0,2.0,,,,,,,kingbsu01w,0.0,kingbsu01w,67.0,135,1981-07-27,,Coach of the Year
6,MIN,0.0,2.0,MIN,WE,3.0,N,L,N,N,Minnesota Lynx,767.0,1900.0,454.0,640.0,177.0,542.0,332.0,724.0,1056.0,526.0,660.0,257.0,613.0,139.0,2165.0,804.0,1972.0,490.0,669.0,92.0,330.0,323.0,713.0,1036.0,508.0,676.0,333.0,502.0,133.0,2190.0,18.0,16.0,34.0,11.0,6.0,7.0,10.0,12.0,10.0,6850.0,125097.0,Target Center,mcconsu01w,0,18.0,16.0,0.0,2.0,,,,,,,martinu01w,0.0,martinu01w,69.0,167,1984-02-29,,Coach of the Year
7,MIN,,,MIN,WE,6.0,N,N,N,N,Minnesota Lynx,801.0,1946.0,437.0,601.0,172.0,492.0,310.0,715.0,1025.0,531.0,624.0,258.0,536.0,127.0,2211.0,862.0,2019.0,435.0,592.0,129.0,376.0,344.0,711.0,1055.0,537.0,665.0,275.0,487.0,144.0,2288.0,14.0,20.0,34.0,11.0,6.0,3.0,14.0,9.0,13.0,6850.0,113447.0,Target Center,jenkica99w,2,0.0,0.0,0.0,0.0,,,,,,,augusse01w,0.0,augusse01w,72.0,179,1984-04-30,,
7,MIN,,,MIN,WE,6.0,N,N,N,N,Minnesota Lynx,801.0,1946.0,437.0,601.0,172.0,492.0,310.0,715.0,1025.0,531.0,624.0,258.0,536.0,127.0,2211.0,862.0,2019.0,435.0,592.0,129.0,376.0,344.0,711.0,1055.0,537.0,665.0,275.0,487.0,144.0,2288.0,14.0,20.0,34.0,11.0,6.0,3.0,14.0,9.0,13.0,6850.0,113447.0,Target Center,mcconsu01w,1,14.0,20.0,0.0,0.0,,,,,,,augusse01w,0.0,augusse01w,72.0,179,1984-04-30,,
8,MIN,,,MIN,WE,7.0,N,N,N,N,Minnesota Lynx,945.0,2211.0,485.0,681.0,148.0,419.0,340.0,804.0,1144.0,491.0,654.0,193.0,530.0,113.0,2523.0,1004.0,2314.0,548.0,719.0,179.0,542.0,372.0,832.0,1204.0,625.0,633.0,308.0,438.0,124.0,2735.0,10.0,24.0,34.0,8.0,9.0,2.0,15.0,6.0,14.0,6825.0,109522.0,Target Center,zierddo99w,0,0.0,0.0,0.0,0.0,,,,,,,augusse01w,0.7402135231316725,augusse01w,72.0,179,1984-04-30,Rookie of the Year,
9,MIN,,,MIN,WE,6.0,N,N,N,N,Minnesota Lynx,971.0,2355.0,531.0,674.0,163.0,496.0,397.0,785.0,1182.0,596.0,713.0,238.0,561.0,95.0,2636.0,988.0,2195.0,614.0,785.0,162.0,461.0,318.0,800.0,1118.0,565.0,645.0,279.0,529.0,147.0,2752.0,10.0,24.0,34.0,7.0,10.0,3.0,14.0,8.0,14.0,6875.0,121019.0,Target Center,zierddo99w,0,10.0,24.0,0.0,0.0,,,,,,,augusse01w,0.7841049317396698,augusse01w,72.0,179,1984-04-30,,
10,MIN,,,MIN,WE,7.0,N,N,N,N,Minnesota Lynx,991.0,2303.0,652.0,864.0,133.0,413.0,353.0,792.0,1145.0,557.0,751.0,309.0,472.0,131.0,2767.0,974.0,2220.0,612.0,809.0,161.0,486.0,350.0,862.0,1212.0,587.0,748.0,248.0,579.0,140.0,2721.0,16.0,18.0,34.0,9.0,8.0,7.0,10.0,8.0,12.0,6900.0,118463.0,Target Center,gilloje01w,0,0.0,0.0,0.0,0.0,,,,,,,augusse01w,0.7594608694003429,augusse01w,72.0,179,1984-04-30,,
11,MIN,,,MIN,WE,5.0,N,N,N,N,Minnesota Lynx,949.0,2257.0,591.0,766.0,242.0,695.0,325.0,762.0,1087.0,509.0,693.0,301.0,513.0,128.0,2731.0,1041.0,2260.0,550.0,711.0,195.0,510.0,317.0,848.0,1165.0,589.0,694.0,250.0,543.0,140.0,2827.0,14.0,20.0,34.0,9.0,8.0,5.0,12.0,7.0,13.0,6875.0,128127.0,Target Center,reevech99w,0,0.0,0.0,0.0,0.0,,,,,,,augusse01w,0.7901012700277853,augusse01w,72.0,179,1984-04-30,,
7,MIN,,,MIN,WE,6.0,N,N,N,N,Minnesota Lynx,801.0,1946.0,437.0,601.0,172.0,492.0,310.0,715.0,1025.0,531.0,624.0,258.0,536.0,127.0,2211.0,862.0,2019.0,435.0,592.0,129.0,376.0,344.0,711.0,1055.0,537.0,665.0,275.0,487.0,144.0,2288.0,14.0,20.0,34.0,11.0,6.0,3.0,14.0,9.0,13.0,6850.0,113447.0,Target Center,jenkica99w,2,0.0,0.0,0.0,0.0,,,,,,,duffyme01w,0.0,duffyme01w,67.0,135,1984-07-13,,
7,MIN,,,MIN,WE,6.0,N,N,N,N,Minnesota Lynx,801.0,1946.0,437.0,601.0,172.0,492.0,310.0,715.0,1025.0,531.0,624.0,258.0,536.0,127.0,2211.0,862.0,2019.0,435.0,592.0,129.0,376.0,344.0,711.0,1055.0,537.0,665.0,275.0,487.0,144.0,2288.0,14.0,20.0,34.0,11.0,6.0,3.0,14.0,9.0,13.0,6850.0,113447.0,Target Center,mcconsu01w,1,14.0,20.0,0.0,0.0,,,,,,,duffyme01w,0.0,duffyme01w,67.0,135,1984-07-13,,
8,MIN,,,MIN,WE,7.0,N,N,N,N,Minnesota Lynx,945.0,2211.0,485.0,681.0,148.0,419.0,340.0,804.0,1144.0,491.0,654.0,193.0,530.0,113.0,2523.0,1004.0,2314.0,548.0,719.0,179.0,542.0,372.0,832.0,1204.0,625.0,633.0,308.0,438.0,124.0,2735.0,10.0,24.0,34.0,8.0,9.0,2.0,15.0,6.0,14.0,6825.0,109522.0,Target Center,zierddo99w,0,0.0,0.0,0.0,0.0,,,,,,,duffyme01w,0.3049095607235142,duffyme01w,67.0,135,1984-07-13,,
9,NYL,1.0,2.0,NYL,EA,4.0,Y,L,N,N,New York Liberty,870.0,2087.0,430.0,580.0,243.0,653.0,287.0,788.0,1075.0,500.0,618.0,289.0,612.0,109.0,2413.0,920.0,2223.0,471.0,619.0,190.0,589.0,378.0,837.0,1215.0,509.0,608.0,321.0,562.0,115.0,2501.0,16.0,18.0,34.0,10.0,7.0,6.0,11.0,10.0,10.0,6850.0,147866.0,Madison Square Garden (IV),coylepa99w,0,16.0,18.0,1.0,2.0,,,,,,,duffyme01w,0.2462047803617571,duffyme01w,67.0,135,1984-07-13,,
7,MIN,,,MIN,WE,6.0,N,N,N,N,Minnesota Lynx,801.0,1946.0,437.0,601.0,172.0,492.0,310.0,715.0,1025.0,531.0,624.0,258.0,536.0,127.0,2211.0,862.0,2019.0,435.0,592.0,129.0,376.0,344.0,711.0,1055.0,537.0,665.0,275.0,487.0,144.0,2288.0,14.0,20.0,34.0,11.0,6.0,3.0,14.0,9.0,13.0,6850.0,113447.0,Target Center,jenkica99w,2,0.0,0.0,0.0,0.0,,,,,,,thorbsh01w,0.0,thorbsh01w,69.0,149,1982-08-07,,
7,MIN,,,MIN,WE,6.0,N,N,N,N,Minnesota Lynx,801.0,1946.0,437.0,601.0,172.0,492.0,310.0,715.0,1025.0,531.0,624.0,258.0,536.0,127.0,2211.0,862.0,2019.0,435.0,592.0,129.0,376.0,344.0,711.0,1055.0,537.0,665.0,275.0,487.0,144.0,2288.0,14.0,20.0,34.0,11.0,6.0,3.0,14.0,9.0,13.0,6850.0,113447.0,Target Center,mcconsu01w,1,14.0,20.0,0.0,0.0,,,,,,,thorbsh01w,0.0,thorbsh01w,69.0,149,1982-08-07,,
8,SEA,1.0,2.0,SEA,WE,4.0,Y,L,N,N,Seattle Storm,961.0,2124.0,562.0,712.0,160.0,475.0,327.0,821.0,1148.0,514.0,682.0,232.0,570.0,127.0,2644.0,940.0,2218.0,531.0,707.0,164.0,484.0,322.0,709.0,1031.0,520.0,683.0,297.0,485.0,115.0,2575.0,18.0,16.0,34.0,9.0,8.0,9.0,8.0,10.0,10.0,6800.0,145664.0,KeyArena at Seattle Center,donovan99w,0,18.0,16.0,1.0,2.0,,,,,,,thorbsh01w,0.2411347517730496,thorbsh01w,69.0,149,1982-08-07,,
7,MIN,,,MIN,WE,6.0,N,N,N,N,Minnesota Lynx,801.0,1946.0,437.0,601.0,172.0,492.0,310.0,715.0,1025.0,531.0,624.0,258.0,536.0,127.0,2211.0,862.0,2019.0,435.0,592.0,129.0,376.0,344.0,711.0,1055.0,537.0,665.0,275.0,487.0,144.0,2288.0,14.0,20.0,34.0,11.0,6.0,3.0,14.0,9.0,13.0,6850.0,113447.0,Target Center,jenkica99w,2,0.0,0.0,0.0,0.0,,,,,,,williad01w,0.428699056360295,williad01w,77.0,170,1977-02-15,,
7,MIN,,,MIN,WE,6.0,N,N,N,N,Minnesota Lynx,801.0,1946.0,437.0,601.0,172.0,492.0,310.0,715.0,1025.0,531.0,624.0,258.0,536.0,127.0,2211.0,862.0,2019.0,435.0,592.0,129.0,376.0,344.0,711.0,1055.0,537.0,665.0,275.0,487.0,144.0,2288.0,14.0,20.0,34.0,11.0,6.0,3.0,14.0,9.0,13.0,6850.0,113447.0,Target Center,mcconsu01w,1,14.0,20.0,0.0,0.0,,,,,,,williad01w,0.428699056360295,williad01w,77.0,170,1977-02-15,,
2,PHO,0.0,2.0,PHO,WE,4.0,N,L,N,N,Phoenix Mercury,803.0,1800.0,513.0,661.0,124.0,394.0,275.0,619.0,894.0,465.0,630.0,285.0,429.0,91.0,2243.0,773.0,1828.0,421.0,574.0,135.0,416.0,334.0,635.0,969.0,486.0,699.0,224.0,531.0,91.0,2102.0,20.0,12.0,32.0,11.0,5.0,9.0,7.0,11.0,10.0,6425.0,161075.0,US Airways Center,coopecy01w,0,0.0,0.0,0.0,0.0,,,,,,,williad01w,0.3190883190883191,williad01w,77.0,170,1977-02-15,,
